GENERIC NAME,STRENGTH,BRAND NAME
DIBUCAINE,FRAMYCETIN+ESCULIN+DIBUCAINE+HC SUPP,PROCTOSONE
DICLOFENAC,DICLOFENAC+MISOPROSTOL 50/0.2 MG TAB,ARTHROTEC
DICLOFENAC,DICLOFENAC+MISOPROSTOL 75/0.2 MG TAB,ARTHROTEC
DICLOFENAC,0.1% EYE DROPS 0.3 ML MINIM,VOLTAREN
DICLOFENAC,0.1% EYE DROPS 2.5 ML BTL,VOLTAREN
DICLOFENAC,0.1% EYE DROPS 5 ML BTL,VOLTAREN
DICLOFENAC,100 MG SUPP,VOLTAREN
DICLOFENAC,50 MG SUPP,VOLTAREN
DICLOFENAC,EC 25 MG TAB,VOLTAREN
DICLOFENAC,EC 50 MG TAB,VOLTAREN
DICLOFENAC,POWDER 25 GM BTL,VOLTAREN
DICLOFENAC,SODIUM 10% GEL 25 GM TUBE,VOLTAREN
DICLOFENAC,SODIUM 5% GEL 25 GM TUBE,VOLTAREN
DICLOFENAC,SR 100 MG TAB,VOLTAREN
DICLOFENAC,SR 75 MG TAB,VOLTAREN
DICYCLOMINE,20 MG TAB,BENTYLOL
DICYCLOMINE,10 MG CAP,
DICYCLOMINE,10 MG TAB,
DIGESTIVE ENZYMES,LIPASE+AMYLASE+PROTEASE 4/11/11 EC CAP,COTAZYM
DIGESTIVE ENZYMES,LIPASE+AMYLASE+PROTEASE 8/30/30 CAP,COTAZYM
DIGESTIVE ENZYMES,LIPASE+AMYLASE+PROTEASE 8/30/30 EC CAP,COTAZYM
DIGESTIVE ENZYMES,LIPASE+AMYLASE+PROTEASE EC 20/55/55 CAP,COTAZYM
DIGESTIVE ENZYMES,LIPASE+AMYLASE+PROTEASE 4.5/20/25 CAP,ULTRASE
DIGESTIVE ENZYMES,LIPASE+AMYLASE+PROTEASE 8/30/30 TAB,VIOKASE
DIGOXIN,0.0625 MG TAB,LANOXIN
DIGOXIN,0.125 MG TAB,LANOXIN
DIGOXIN,0.25 MG TAB,LANOXIN
DIGOXIN,INJ 0.25 MG/ML 2 ML AMP,LANOXIN
DIGOXIN,PEDIATRIC ELIXIR 0.25 MG/5 ML 115 ML BTL,LANOXIN
DIGOXIN,PED INJ 0.05 MG/ML AMP,LANOXIN
DIHYDROERGOTAMINE,INJ 1 MG/ML AMP,DHE
DILTIAZEM,30 MG TAB,Cardizem
DILTIAZEM,60 MG TAB,Cardizem
DILTIAZEM,INJ 5 MG/ML 10 ML VIAL,Cardizem
DILTIAZEM,INJ 5 MG/ML 5 ML VIAL,Cardizem
DILTIAZEM,SR 120 MG CD CAP,Cardizem
DILTIAZEM,SR 120 MG ER CAP,Cardizem
DILTIAZEM,SR 180 MG CD CAP,Cardizem
DILTIAZEM,SR 180 MG ER CAP,Cardizem
DILTIAZEM,SR 240 MG CD CAP,Cardizem
DILTIAZEM,SR 240 MG ER CAP,Cardizem
DILTIAZEM,SR 300 MG CD CAP,Cardizem
DILTIAZEM,SR 360 MG CD CAP,Cardizem
DILTIAZEM,SR 60 MG CAP,Cardizem
DILTIAZEM,SR 90 MG CAP,Cardizem
DIMENHYDRINATE,100 MG SUPP,GRAVOL
DIMENHYDRINATE,25 MG SUPP,GRAVOL
DIMENHYDRINATE,25 MG TAB,GRAVOL
DIMENHYDRINATE,50 MG SUPP,GRAVOL
DIMENHYDRINATE,50 MG TAB,GRAVOL
DIMENHYDRINATE,INJ 10 MG/ML 5 ML VIAL,GRAVOL
DIMENHYDRINATE,INJ 50 MG/ML 5 ML VIAL,GRAVOL
DIMENHYDRINATE,INJ 50 MG/ML AMP,GRAVOL
DIMENHYDRINATE,SYRUP 15 MG/5 ML  75 ML BTL,GRAVOL
DIMENHYDRINATE,SYRUP 15 MG/5 ML 250 ML BTL,GRAVOL
DIMERCAPROL,INJ 100 MG/ML 3 ML AMP,BAL IN OIL
DIMETHYL SULFOXIDE,50% SOLN 50 ML BTL,DIMETHYL SULFOXIDE
DIMETHYL SULFOXIDE,99.9% 100 ML BTL,DIMETHYL SULFOXIDE 99
DINOPROST,TROMETHAMINE INJ 5 MG/ML AMP,PROSTIN F2A
DINOPROSTONE,10 MG VAG INSERTS,CERVIDIL
DINOPROSTONE,VAG GEL 0.5 MG/2.5 ML PFS,PREPIDIL
DINOPROSTONE,VAG GEL 1 MG/2.5 ML PFS,PROSTIN E2 VAGINAL
DINOPROSTONE,VAG GEL 2 MG/2.5 ML PFS,PROSTIN E2 VAGINAL
DIPHENHYDRAMINE,12.5 MG CHEW TAB,Benadryl
DIPHENHYDRAMINE,25 MG CAP,BENADRYL
DIPHENHYDRAMINE,50 MG CAP,BENADRYL
DIPHENHYDRAMINE,ELIX 12.5 MG/5 ML 120 ML BTL,Benadryl
DIPHENHYDRAMINE,ELIX 12.5 MG/5 ML 500 ML BTL,Benadryl
DIPHENHYDRAMINE,INJ 50 MG/ML 1 ML VIAL,Benadryl
DIPHENHYDRAMINE,LIQ 6.25 MG/5 ML 100 ML BTL,Benadryl
DIPHENHYDRAMINE,INJ 50 MG/ML 10 ML VIAL,PMS-DIPHENHYDRAMINE
DIPHENOXYLATE,DIPHENOXYLATE+ATROPINE 2.5/0.025 MG TAB,LOMOTIL
DIPYRIDAMOLE,DIPYRIDAMOLE SR+A.S.A. 200/25 MG CAP,AGGRENOX
DIPYRIDAMOLE,25 MG TAB,PERSANTINE
DIPYRIDAMOLE,50 MG TAB,PERSANTINE
DIPYRIDAMOLE,75 MG TAB,PERSANTINE
DIPYRIDAMOLE,INJ 5 MG/ML 10 ML VIAL,PERSANTINE
DISOPYRAMIDE,100 MG CAP,RYTHMODAN
DISOPYRAMIDE,150 MG CAP,RYTHMODAN
DITHRANOL,0.4% LOTION 50 ML BTL,ANTHRASCALP
DIVALPROEX,EC 125 MG TAB,EPIVAL
DIVALPROEX,EC 250 MG TAB,EPIVAL
DIVALPROEX,EC 500 MG TAB,EPIVAL
DOBUTAMINE,INJ 12.5 MG/ML 20 ML VIAL,DOBUTREX
DOCUSATE,100 MG CAP,COLACE
DOCUSATE,LIQ 20 MG/5 ML 225 ML BTL,COLACE
DOCUSATE,ORAL DROPS 10 MG/ML 30 ML BTL,COLACE
DOCUSATE,200 MG CAP,SOFLAX
DOMPERIDONE,10 MG TAB,MOTILIUM
DOPAMINE,IV 200 MG/250 ML D5W BAG,INTROPIN
DOPAMINE,IV 400 MG/250 ML D5W BAG,INTROPIN
DOPAMINE,IV 800 MG/250 ML D5W BAG,INTROPIN
DORNASE ALFA,INH.SOLN 1 MG/ML 2.5 ML NEBULE,PULMOZYME
DORZOLAMIDE,2% EYE DROPS 5 ML BTL,TRUSOPT
DOXAZOSIN,1 MG TAB,CARDURA
DOXAZOSIN,2 MG TAB,CARDURA
DOXAZOSIN,4 MG TAB,CARDURA
DOXEPIN,3 MG TAB,SILENOR
DOXEPIN,10 MG CAP,SINEQUAN
DOXEPIN,100 MG CAP,SINEQUAN
DOXEPIN,25 MG CAP,SINEQUAN
DOXEPIN,50 MG CAP,SINEQUAN
DOXEPIN,75 MG CAP,SINEQUAN
DOXYCYCLINE,100 MG CAP,DOXYTEC
DOXYCYCLINE,100 MG TAB,DOXYTEC
DOXYCYCLINE,INJ 100 MG VIAL,VIBRAMYCIN
DOXYCYCLINE,STD KIT 14x 100 MG CAPS,VIBRAMYCIN
DOXYCYCLINE,STD KIT 20x 100 MG CAPS,VIBRAMYCIN
DOXYLAMINE,DOXYLAMINE+PYRIDOXINE SR 10/10 MG TAB,DICLECTIN
DROPERIDOL,INJ 2.5 MG/ML 2 ML VIAL,INAPSINE
D-XYLOSE,POWDER,D-XYLOSE POWDER
ELVITEG+COBICIS+EMTRIC+TENOF,ELVITEG+COBICIS+EMTRIC+TENOF 150/150/200/300 MG TAB,STRIBILD
EMTRICITABINE+RILPIVIRINE+TENOFOVIR,EMTRICITABINE+RILPIVIRINE+TENOFOVIR 200/25/300 MG TAB,COMPLERA
ENALAPRILAT,INJ 1.25 MG/ML 2 ML VIAL,VASOTEC
ENTACAPONE,200 MG TAB,COMTAN
ENZYMES,LIPASE+AMYLASE+PROTEASE 4/11/11 EC CAP,COTAZYM
ENZYMES,LIPASE+AMYLASE+PROTEASE 8/30/30 CAP,COTAZYM
ENZYMES,LIPASE+AMYLASE+PROTEASE 8/30/30 EC CAP,COTAZYM
ENZYMES,LIPASE+AMYLASE+PROTEASE EC 20/55/55 CAP,COTAZYM
ENZYMES,LIPASE+AMYLASE+PROTEASE 4.5/20/25 CAP,ULTRASE
ENZYMES,LIPASE+AMYLASE+PROTEASE 8/30/30 TAB,VIOKASE
EPHEDRINE,INJ 50 MG/ML AMP,
EPINEPHRINE,1 MG/ML TOPICAL SOLN 30 ML VIAL,ADRENALIN
EPINEPHRINE,INJ 1 MG/10 ML PFS,ADRENALIN
EPINEPHRINE,INJ 1 MG/ML 30 ML VIAL,ADRENALIN
EPINEPHRINE,INJ 1 MG/ML AMP,ADRENALIN
EPINEPHRINE,INJ 0.15 MG/0.3 ML PFS,EPIPEN
EPINEPHRINE,INJ 0.3 MG/0.3 ML PFS,EPIPEN
EPINEPHRINE,RACEMIC 2.25% INHAL.SOLN 30 ML BTL,VAPONEPHRIN
EPTIFIBATIDE,INJ 0.75 MG/ML 100 ML VIAL,INTEGRILIN
EPTIFIBATIDE,INJ 2 MG/ML 10 ML VIAL,INTEGRILIN
ERGONOVINE,INJ 0.25 MG/ML AMP,ERGOMETRINE
ERGONOVINE,INJ 0.2 MG/ML AMP,ERGOTRATE
ERYTHROMYCIN,STEARATE 250 MG TAB,APO-ERYTHRO-S
ERYTHROMYCIN,ETHYLSUCCINATE 600 MG TAB,EES-600
ERYTHROMYCIN,SR 250 MG CAP,ERYC
ERYTHROMYCIN,SR 333 MG CAP,ERYC
ERYTHROMYCIN,250 MG TAB,ERYTHROCIN
ERYTHROMYCIN,250 MG TAB STD PACK/56,ERYTHROCIN
ERYTHROMYCIN,INJ 1000 MG VIAL,ERYTHROCIN
ERYTHROMYCIN,INJ 500 MG VIAL,ERYTHROCIN
ERYTHROMYCIN,IV 1000 MG/500 ML NS BAG,ERYTHROCIN
ERYTHROMYCIN,IV 500 MG/250 ML NS BAG,ERYTHROCIN
ERYTHROMYCIN,SUSP 125 MG/5 ML 100 ML BTL,ILOSONE
ERYTHROMYCIN,SUSP 125 MG/5 ML 500 ML BTL,ILOSONE
ERYTHROMYCIN,SUSP 250 MG/5 ML 100 ML BTL,ILOSONE
ERYTHROMYCIN,SUSP 250 MG/5 ML 500 ML BTL,ILOSONE
ERYTHROMYCIN,0.5% EYE OINT 3.5 GM TUBE,ILOTYCIN
ERYTHROMYCIN,5 MG/GM EYE OINT 1 GM TUBE,ILOTYCIN (UD)
ERYTHROMYCIN,333 MG TAB,PCE
ERYTHROMYCIN,POWDER 25 GM BT,
ESCULIN,FRAMYCETIN+CINCHOCAINE+ESCU+HC 15 GM OINT,PROCTOSONE
ESCULIN,FRAMYCETIN+CINCHOCAINE+ESCU+HC OINT 30 GM TUBE,PROCTOSONE
ESCULIN,FRAMYCETIN+ESCULIN+DIBUCAINE+HC SUPP,PROCTOSONE
ESMOLOL,INJ 10 MG/ML 10 ML VIAL,BREVIBLOC
ESMOLOL,INJ 250 MG/ML 10 ML AMP,BREVIBLOC
ESMOLOL,IV 2500 MG/250 ML NS BAG,BREVIBLOC
ESTROGENS,0.3 MG TAB,PREMARIN
ESTROGENS,0.625 MG TAB,PREMARIN
ESTROGENS,1.25 MG TAB,PREMARIN
ESTROGENS,INJ 25 MG VIAL,PREMARIN
ESTROGENS,VAG.CRM 14 GM TUBE,PREMARIN
ESTROGENS,VAG.CRM 42.5 GM TUBE,PREMARIN
ETHACRYNIC ACID,25 MG TAB,EDECRIN
ETHACRYNIC ACID,INJ 50 MG VIAL,EDECRIN
ETHAMBUTOL,100 MG TAB,ETIBI
ETHAMBUTOL,400 MG TAB,MYAMBUTOL
ETHINYL ESTRADIOL,ETHINYL ESTRADIOL+NORETHINDRONE 35 MCG/1 MG TAB,BREVICON
ETHINYL ESTRADIOL,ETHINYL ESTRADIOL+NORETHINDRONE 35 MCG/1 MG TAB,BREVICON
ETHOSUXIMIDE,250 MG CAP,ZARONTIN
ETHOSUXIMIDE,SYRUP 250 MG/5 ML 500 ML BTL,ZARONTIN
ETHYL ALCOHOL,10% in D5W IV 1000 ML BTL,ALCOHOL
ETHYL ALCOHOL,5% in D5W IV 1000 ML BTL,ALCOHOL
ETIDRONATE,200 MG TAB,DIDRONEL
EUCERIN,AQUAPHOR CREAM 396 GM JAR,AQUAPHOR
EUCERIN,CREAM 473 ML JAR,
EYE,LUBE OINT 10 GM TUBE [TEAR GEL],TEAR GEL
EYE,LUBE OINT 3.5 GM TUBE,TEARS NATURALE
FENOFIBRATE,100 MG CAP,LIPIDIL
FENOFIBRATE,MICRONIZED 200 MG CAP,LIPIDIL MICRO
FENOFIBRATE,MICRONIZED 67 MG CAP,LIPIDIL MICRO
FENTANYL,100 MCG/HR PATCH,DURAGESIC
FENTANYL,12 MCG/HR PATCH,DURAGESIC
FENTANYL,25 MCG/HR PATCH,DURAGESIC
FENTANYL,50 MCG/HR PATCH,DURAGESIC
FENTANYL,75 MCG/HR PATCH,DURAGESIC
FENTANYL,EPIDURAL 10 MCG/ML 250 ML BAG,SUBLIMAZE
FENTANYL,EPIDURAL 100 ML BAG,SUBLIMAZE
FENTANYL,EPIDURAL 12.5 MCG/ML 100 ML BAG,SUBLIMAZE
FENTANYL,"INFUSION 1,250 MCG/25 ML BAG",SUBLIMAZE
FENTANYL,"INFUSION 2,500 MCG/50 ML BAG",SUBLIMAZE
FENTANYL,INFUSION 5000 MCG/100 ML BAG,SUBLIMAZE
FENTANYL,INJ 10 MCG/ML 10 ML VIAL,SUBLIMAZE
FENTANYL,INJ 50 MCG/ML 10 ML AMP/VIAL,SUBLIMAZE
FENTANYL,INJ 50 MCG/ML 2 ML AMP,SUBLIMAZE
FENTANYL,INJ 50 MCG/ML 20 ML VIAL,SUBLIMAZE
FENTANYL,INJ 50 MCG/ML 5 ML VIAL/AMP,SUBLIMAZE
FENTANYL,PCA 20 MCG/ML 100 ML I-PUMP BAG,SUBLIMAZE
FENTANYL,PCA 25 MCG/ML 50 ML I-PUMP BAG,SUBLIMAZE
FENTANYL,PCA 25 MCG/ML 50 ML PFS,SUBLIMAZE
FENTANYL,CITRATE POWDER 500 MG BTL,
FERRIC SUBSULFATE,8 ML BTL,MONSEL'S
FERRIC SUBSULFATE,100 ML BTL,MONSEL'S
FERROUS FUMARATE,300 MG CAP,PALAFER
FERROUS FUMARATE,300 MG/5 ML SUSP,PALAFER
FERROUS GLUCONATE,300 MG TAB,FERGON
FERROUS SULFATE,300 MG TAB,APO-FERROUS SULFATE
FERROUS SULFATE,LIQ 150 MG/5 ML 250 ML BTL,Fer-in-sol
FERROUS SULFATE,LIQ 75 MG/ML 15 ML BTL,Fer-in-sol
FERROUS SULFATE,LIQ 75 MG/ML 50 ML BTL,Fer-in-sol
FIBER,GRAIN 469 MG TAB,NOVO-FIBRE-TAB
FINASTERIDE,1 MG TAB,PROPECIA
FINASTERIDE,1.25 MG PARTTAB,PROSCAR
FINASTERIDE,2.5 MG PARTTAB,PROSCAR
FINASTERIDE,5 MG TAB,PROSCAR
FLECAINIDE,100 MG TAB,TAMBOCOR
FLECAINIDE,50 MG TAB,TAMBOCOR
FLEET ENEMA,SODIUM PHOSPHATE ENEMA 130 ML BTL,FLEET
FLUCONAZOLE,100 MG TAB,DIFLUCAN
FLUCONAZOLE,100 MG/50 ML NS BAG,DIFLUCAN
FLUCONAZOLE,150 MG CAP,DIFLUCAN
FLUCONAZOLE,50 MG TAB,DIFLUCAN
FLUCONAZOLE,800 MG/400 ML BAG,DIFLUCAN
FLUCONAZOLE,INJ 2 MG/ML 5 ML VIAL,DIFLUCAN
FLUCONAZOLE,INJ 200 MG/100 ML VIAL,DIFLUCAN
FLUCONAZOLE,IV 150 MG/75 ML NS BAG,DIFLUCAN
FLUCONAZOLE,IV 200 MG/100 ML NS BAG,DIFLUCAN
FLUCONAZOLE,IV 400 MG/200 ML NS BAG,DIFLUCAN
FLUCONAZOLE,SUSP 50 MG/5 ML 35 ML BTL,DIFLUCAN
FLUDROCORTISONE,0.1 MG TAB,FLORINEF
FLUMAZENIL,IV 0.1 MG/ML 5 ML VIAL,ANEXATE
FLUORESCEIN,100 MG/ML [10%] 5 ML AMP,DIOFLUOR
FLUORESCEIN,1 MG EYE STRIP,FLUOR-I-STRIP
FLUORESCEIN,2% EYE DROPS 0.3 ML MINIM,
FLUOROMETHOLONE,0.1% EYE DROPS 5 ML BTL,FML
FLUOXETINE,10 MG CAP,PROZAC
FLUOXETINE,20 MG CAP,PROZAC
FLUOXETINE,20 MG CAP,PROZAC
FLUOXETINE,LIQ 20 MG/120 ML [Compounded] BTL/960 ML,PROZAC
FLUOXETINE,LIQ 20 MG/5 ML 120 ML BTL,PROZAC
FLUPENTIXOL,0.5 MG TAB,FLUANXOL
FLUPENTIXOL,3 MG TAB,FLUANXOL
FLUPENTIXOL,DEPOT INJ 100 MG/ML  1 ML AMP,FLUANXOL
FLUPENTIXOL,DEPOT INJ 100 MG/ML 2 ML VIAL,FLUANXOL
FLUPENTIXOL,DEPOT INJ 20 MG/ML  1 ML AMP,FLUANXOL
FLUPENTIXOL,DEPOT INJ 20 MG/ML 10 ML VIAL,FLUANXOL
FLUPENTIXOL,DEPOT INJ 20 MG/ML 2 ML AMP/VIAL,FLUANXOL
FLUPHENAZINE,2 MG TAB,FLUPHENAZINE
FLUPHENAZINE,DECANOATE INJ 100 MG/ML 1 ML AMP/VIAL,FLUPHENAZINE OMEGA
FLUPHENAZINE,DECANOATE INJ 25 MG/ML 5 ML VIAL,MODECATE
FLUPHENAZINE,1 MG TAB,MODITEN
FLUPHENAZINE,5 MG TAB,MODITEN
FLUTICASONE,SALMETEROL+FLUTICASONE 25/125 MCG/PUFF 120 DOSE INHALER,ADVAIR
FLUTICASONE,SALMETEROL+FLUTICASONE 25/250 MCG/PUFF 120 PUFF INHALER,ADVAIR
FLUTICASONE,SALMETEROL+FLUTICASONE 50/100 MCG DISKUS 28 DOSE,ADVAIR
FLUTICASONE,SALMETEROL+FLUTICASONE 50/100 MCG DISKUS 60 DOSE,ADVAIR
FLUTICASONE,SALMETEROL+FLUTICASONE 50/250 MCG DISKUS 28 DOSES,ADVAIR
FLUTICASONE,SALMETEROL+FLUTICASONE 50/250 MCG DISKUS 60 DOSES,ADVAIR
FLUTICASONE,SALMETEROL+FLUTICASONE 50/500 MCG DISKUS 28 DOSES,ADVAIR
FLUTICASONE,125 MCG/PUFF 120 DOSE INHALER,FLOVENT
FLUTICASONE,125 MCG/PUFF 60 DOSE INHALER,FLOVENT
FLUTICASONE,250 MCG/PUFF 120 DOSE INHALER,FLOVENT
FLUTICASONE,250 MCG/PUFF 60 DOSE INHALER,FLOVENT
FLUTICASONE,50 MCG/PUFF 120 DOSE INHALER,FLOVENT
FLUVOXAMINE,100 MG TAB,LUVOX
FLUVOXAMINE,50 MG TAB,LUVOX
FOLIC ACID,1 MG TAB,FOLIC ACID
FOLIC ACID,5 MG TAB,FOLIC ACID
FOLIC ACID,INJ 5 MG/ML 10 ML VIAL,FOLVITE
FORMOTEROL,12 MCG INH.CAP,FORADIL
FORMOTEROL,12 MCG/PUFF 60 DOSE INH,OXEZE
FORMOTEROL,6 MCG/PUFF 60 DOSE INH,OXEZE
FORMOTEROL,BUDESONIDE+FORMOTEROL 100/6 MCG/PUFF 120 DOSE TURBUHALER,SYMBICORT
FORMOTEROL,BUDESONIDE+FORMOTEROL 200/6 MCG/PUFF 60/120 DOSE TURBUHALER,SYMBICORT
FRAMYCETIN,FRAMYCETIN+GRAMICID+DEXAMETHASONE EYE/EAR DROPS,"OPTICORT,SOFRACORT"
FRAMYCETIN,FRAMYCETIN+CINCHOCAINE+ESCU+HC 15 GM OINT,PROCTOSONE
FRAMYCETIN,FRAMYCETIN+CINCHOCAINE+ESCU+HC OINT 30 GM TUBE,PROCTOSONE
FRAMYCETIN,FRAMYCETIN+ESCULIN+DIBUCAINE+HC SUPP,PROCTOSONE
FUROSEMIDE,20 MG TAB,LASIX
FUROSEMIDE,40 MG TAB,LASIX
FUROSEMIDE,500 MG TAB,LASIX
FUROSEMIDE,80 MG TAB,LASIX
FUROSEMIDE,INJ 10 MG/ML 2 ML AMP,LASIX
FUROSEMIDE,INJ 10 MG/ML 25 ML VIAL,LASIX
FUROSEMIDE,INJ 10 MG/ML 30 ML VIAL,LASIX
FUROSEMIDE,INJ 10 MG/ML 4 ML AMP/VIAL,LASIX
FUROSEMIDE,INJ 40 MG/4 ML PFS,LASIX
FUROSEMIDE,LIQ 10 MG/ML 120 ML BTL,LASIX
FUSIDATE,SODIUM 250 MG TAB,FUCIDIN
FUSIDIC ACID,2% CRM 15 GM TUBE,FUCIDIN
FUSIDIC ACID,2% CRM 30 GM TUBE,FUCIDIN
FUSIDIC ACID,2% OINT 15 GM TUBE,FUCIDIN
FUSIDIC ACID,2% OINT 30 GM TUBE,FUCIDIN
FUSIDIC ACID,1% EYE DROPS 0.2 GM MIN,FUCITHALMIC
FUSIDIC ACID,1% EYE DROPS 5 GM TUBE,FUCITHALMIC
GABAPENTIN,100 MG CAP,NEURONTIN
GABAPENTIN,300 MG CAP,NEURONTIN
GABAPENTIN,400 MG CAP,NEURONTIN
GABAPENTIN,600 MG TAB,NEURONTIN
GENTAMICIN,INJ 10 MG/ML 2 ML PFS,GARAMYCIN
GENTAMICIN,INJ 10 MG/ML 2 ML VIAL,GARAMYCIN
GENTAMICIN,INJ 40 MG/ML 2 ML VIAL,GARAMYCIN
GENTAMICIN,IV 100 MG/100 ML NS BAG,GARAMYCIN
GENTAMICIN,IV 120 MG/100 ML NS BAG,GARAMYCIN
GENTAMICIN,IV 60 MG/50 ML NS BAG,GARAMYCIN
GENTAMICIN,IV 80 MG/50 ML NS BAG,GARAMYCIN
GENTAMICIN,POWDER 5 GM BTL,
GLAXAL,BASE CREAM 100 GM JAR,GLAXAL BASE
GLAXAL,BASE CREAM 450 GM JAR,GLAXAL BASE
GLAXAL,BASE CREAM 50 GM TUBE,GLAXAL BASE
GLICLAZIDE,80 MG TAB,DIAMICRON
GLICLAZIDE,SR 30 MG TAB,DIAMICRON MR
GLUCAGON,INJ 1 MG HUMAN RECOMBINANT KIT,GLUCAGEN HYPOKIT
GLUCAGON,INJ 1 MG KIT,GLUCAGON
GLUCOSE,5 GM CHEW TAB,B-D GLUCOSE
GLUCOSE,4 GM CHEW TAB,DEX4
GLUCOSE,GEL 15 GM TUBE,DEX4
GLUCOSE,40% GEL 31 GM TUBE,INSTA-GLUCOSE
GLUCOSE,LIQ 333.3 MG/ML 300 ML BTL,RATIO-GLUCOSE 100 G
GLUCOSE,LIQ 166.6 MG/ML 300 ML BTL,RATIO-GLUCOSE 50 G
GLUCOSE,LIQ 250 MG/ML 300 ML 75 GM BTL,RATIO-GLUCOSE 75 G
GLYBURIDE,2.5 MG TAB,DIABETA
GLYBURIDE,5 MG TAB,DIABETA
GLYCERIN,ADULT 2.7 G SUPP,
GLYCERIN,LIQ 100 ML BTL,
GLYCERIN,PEDIATRIC 1.44 G SUPP,
GLYCOPYRROLATE,INJ 0.2 MG/ML 1 ML VIAL,ROBINUL
GLYCOPYRROLATE,INJ 0.2 MG/ML 2 ML VIAL,ROBINUL
GLYCOPYRROLATE,INJ 0.2 MG/ML 20 ML VIAL,ROBINUL
GONADORELIN,ACETATE 0.8 MG KIT,LUTREPULSE
GRAMICID,FRAMYCETIN+GRAMICID+DEXAMETHASONE EYE/EAR DROPS,"OPTICORT,SOFRACORT"
GRAMICIDIN,TRIAMCINOLONE+NYST+NEOMY+GRAMICIDIN CRM 15 GM TUBE,VIADERM
GRAMICIDIN,TRIAMCINOLONE+NYST+NEOMY+GRAMICIDIN OINT 15 GM TUBE,VIADERM
GRAMICIDIN,TRIAMCINOLONE+NYST+NEOMY+GRAMICIDIN OINT 400 GM JAR,VIADERM
GRAMICIDIN,TRIAMCINOLONE+NYST+NEOMYGRAMICIDIN CRM 30 GM TUBE,VIADERM
GUAIFENESIN,SYRUP 100 MG/5 ML 100 ML BTL,BALMINIL EXPECTORANT
HAEMOPHILUS,HAEMOPHILUS B POLYSACCH. CONJ. VACCINE 0.5 ML VIAL,ACT-HIB
HALOPERIDOL,0.5 MG TAB,HALDOL
HALOPERIDOL,1 MG TAB,HALDOL
HALOPERIDOL,10 MG TAB,HALDOL
HALOPERIDOL,2 MG TAB,HALDOL
HALOPERIDOL,20 MG TAB,HALDOL
HALOPERIDOL,5 MG TAB,HALDOL
HALOPERIDOL,DEPOT INJ 100 MG/ML 5 ML VIAL,HALDOL
HALOPERIDOL,DEPOT INJ 100 MG/ML AMP,HALDOL
HALOPERIDOL,DEPOT INJ 50 MG/ML 5 ML VIAL,HALDOL
HALOPERIDOL,INJ 5 MG/ML AMP/VIAL,HALDOL
HALOTHANE,INHAL.SOLN 250 ML BTL,HALOTHANE
HEPARIN,IV 2000 UNITS/NS 1 L BAG,Baxter
HEPARIN,"INJ 10,000 UNITS/ML 1 ML AMP [NO PRESERVATIVE]",Heparin
HEPARIN,"INJ 10,000 UNITS/ML 1 ML VIAL",Heparin
HEPARIN,"INJ 10,000 UNITS/ML 5 ML VIAL",Heparin
HEPARIN,INJ 100 UNITS/ML 2 ML AMP,Heparin
HEPARIN,INJ 1000 UNITS/ML 1 ML VIAL,Heparin
HEPARIN,INJ 1000 UNITS/ML 1 ML VIAL [NO PRESERVATIVE],Heparin
HEPARIN,INJ 1000 UNITS/ML 10 ML VIAL,Heparin
HEPARIN,INJ 1000 UNITS/ML 30 ML VIAL,Heparin
HEPARIN,"INJ 25,000 UNITS/ML 2 ML VIAL",Heparin
HEPARIN,INJ 5000 UNITS/0.2 ML AMP [NO PRESERVATIVE],
HEPARIN,INJ 5000 UNITS/0.5 ML VIAL [NO PRESERVATIVE],
HEPARIN,IV 1000 UNITS/NS 500 ML BAG,
HEPARIN,"IV 20,000 UNITS/D5W 500 ML BAG",
HEPARIN,"IV 25,000 UNITS/D5W 250 ML BAG",
HEPARIN,"IV 25,000 UNITS/D5W 500 ML BAG",
HEPARIN,LOCK FLUSH 10 UNITS/ML 10 ML VIAL,
HEPARIN,LOCK FLUSH 10 UNITS/ML 5 ML in PFS [NO PRESERVA,
HEPARIN,LOCK FLUSH 100 UNITS/ML 10 ML VIAL,
HEPATITIS A,"HEPATITIS A VACCINE 1,440 UNITS/ML PFS",HAVRIX
HEPATITIS A,HEPATITIS A VACCINE 50 UNITS/ML VIAL,VAQTA
HEPATITIS B,HEPATITIS B VACCINE RECOMB VACCINE 20 MCG/ML 1 ML VIAL,ENGERIX B
HEPATITIS B,HEPATITIS B VACCINE PED. VACCINE 10 MCG/0.5 ML VIAL,ENGERIX-B
HEPATITIS B,HEPATITIS B VACCINE PED.RECOMB.VACCINE 5 MCG/0.5 ML VIAL,RECOMBIVAX HB
HEPATITIS B,HEPATITIS B VACCINE RECOMB VACCINE 10 MCG/ML VIAL,RECOMBIVAX HB
HEPATITIS B,HEPATITIS B VACCINE RECOMB VACCINE 40 MCG/ML VIAL,RECOMBIVAX HB
HISTAMINE,PHOSPHATE INJ 1 MG/ML AMP,
HOMATROPINE,2% EYE DROPS 0.3 ML MIN,ISOPTO HOMATROPINE
HOMATROPINE,2% EYE DROPS 15 ML BTL,ISOPTO HOMATROPINE
HOMATROPINE,5% EYE DROPS 15 ML BTL,ISOPTO HOMATROPINE
HPV,HUMAN PAPILLOMAVIRUS RECOMB VACCINE 20 MCG/0.5 ML PFS,CERVARIX
